method_name,num_episodes,status,success_rate,collision_rate,timeout_rate,mean_final_ee_error,std_final_ee_error,mean_final_joint_error,mean_minimum_safety_margin,std_minimum_safety_margin,mean_steps_to_goal,mean_wall_time,mean_planning_time,mean_trajectory_length_joint,mean_trajectory_length_ee,mean_smoothness_jerk,rrtstar_exact_rate,rrtstar_approximate_rate,skipped_reason
rrtstar_ompl,20,ok,0.95,0.0,0.0,0.033702842873278224,0.14690724433462,0.1994938015455226,0.0540158821563007,0.02343996535540047,43.85,5.389423906803131,5.112710976600647,2.2244458041808604,0.41853683129603825,6.835598223462123e-16,0.95,0.05,OMPL RRTstar returned only an approximate solution within the planning time limit
sage_mppi_tuned,20,ok,1.0,0.0,0.0,0.04866512411003526,0.0011419761599985576,1.9344856704145479,0.07382058742938132,0.017917404249744848,55.9,12.662535107135772,6.358191645145416,0.8630664661815148,0.35249682296571744,0.0030816304880335607,nan,nan,
storm_mppi_tuned,20,ok,1.0,0.0,0.0,0.04895803403576493,0.0006551110829772754,2.0553490545818818,0.0732319296593106,0.017342788302515687,117.85,7.629756379127502,3.393989288806915,0.9029106248885581,0.3562991147705923,0.001513553518943114,nan,nan,
