sample_index,time_s,wall_time,cmd_q_shoulder_pan_joint,cmd_q_shoulder_lift_joint,cmd_q_elbow_joint,cmd_q_wrist_1_joint,cmd_q_wrist_2_joint,cmd_q_wrist_3_joint,cmd_dq_fd_shoulder_pan_joint,cmd_dq_fd_shoulder_lift_joint,cmd_dq_fd_elbow_joint,cmd_dq_fd_wrist_1_joint,cmd_dq_fd_wrist_2_joint,cmd_dq_fd_wrist_3_joint,cmd_ddq_fd_shoulder_pan_joint,cmd_ddq_fd_shoulder_lift_joint,cmd_ddq_fd_elbow_joint,cmd_ddq_fd_wrist_1_joint,cmd_ddq_fd_wrist_2_joint,cmd_ddq_fd_wrist_3_joint,cmd_jerk_fd_shoulder_pan_joint,cmd_jerk_fd_shoulder_lift_joint,cmd_jerk_fd_elbow_joint,cmd_jerk_fd_wrist_1_joint,cmd_jerk_fd_wrist_2_joint,cmd_jerk_fd_wrist_3_joint
25,1.2608566284179688,1782105363.0621524,-0.5072400854053419,-1.4740982694012028,1.1331705330549733,-1.503570350232149,-1.6671844759298389,0.07999119266831536,-0.5300810452051419,0.05824961291498276,0.012457257479994155,0.05142739596757373,-0.08153139719182434,0.09016409934260006,0.17782522725898797,-0.01185815449021621,-0.027739225571163373,-0.00994425609270666,0.015696980446099573,-0.0271025541734371,-0.49424967817390253,0.4452959337624884,0.2935795197601863,-0.019079268268306443,-0.8902795499998737,0.5503346285914806
26,1.3124995231628418,1782105363.1137953,-0.5345128116592677,-1.4711037690998585,1.133765750389281,-1.5009223310756794,-1.6713479381673098,0.08467576813777473,-0.531118556989477,0.05997412188711415,0.012751488875885286,0.0515966005466133,-0.0843283234048755,0.09226566817644255,0.11982659206697654,0.01892656275486504,0.017638076657170626,-0.01858667682336801,-0.0474096741374912,0.007644934944380788,2.3172851088016504,-0.39597168640633645,0.22079614760745345,-0.5263532563625242,-0.24339489208280263,0.07615480877683067
27,1.3619341850280762,1782105363.16323,-0.5609112145868437,-1.468044829854107,1.134454124216178,-1.4983564794027273,-1.6756921502909905,0.08931046136061056,-0.5185739920185828,0.06022518800417487,0.014188463157974951,0.04964319338566092,-0.08635262197552507,0.09107967122721916,0.3971813790306715,-0.04759419663993225,-0.002578311660312388,-0.0615951283602032,-0.01313427278886048,-0.016826106431025778,7.03200839270618,-1.5863821734618024,-0.5543908617892239,-0.9196382628755708,1.4013018412416014,-0.7153729844921302
28,1.411789894104004,1782105363.2130857,-0.5859891651910174,-1.465125385957271,1.1351747510306824,-1.4959951518241545,-1.6799206321737408,0.0937168409207568,-0.4915609822896583,0.0552039319627351,0.012468724554560495,0.04546212460778598,-0.08560890787127917,0.09060105720945766,0.8192394282336428,-0.13878951122090516,-0.03753059274342657,-0.10993987413233258,0.0923248086844618,-0.06357106408304991,6.703853670914338,-1.0458195584255978,-0.2542790019180372,-0.7014198674491029,2.006911669523152,-1.3183702257459042
29,1.4619812965393066,1782105363.263277,-0.6100827579891116,-1.4625240952844498,1.1357002465496717,-1.493809405828779,-1.6842576094633053,0.09837632985943302,-0.43642457337006446,0.04631405003413036,0.010431590382115274,0.0386264601924573,-0.07706364622728756,0.08468321243166144,1.0666957855619992,-0.15169771081808148,-0.02771721270839217,-0.1315894384680904,0.1875784367843456,-0.1489817408476437,-0.32052739947734565,0.4196470077058821,0.20768818486205962,0.22956021342140154,0.6585211515431278,-0.6956522040587065
30,1.5259284973144531,1782105363.3272243,-0.6344378753807904,-1.4600116318988998,1.136364201947152,-1.4917403420058082,-1.688424238682075,0.10312748214611159,-0.37080542095547475,0.03868460512918581,0.009707718007869737,0.030586663503740397,-0.0636570150999134,0.07262437620663664,0.6184020139461492,-0.06971936879475099,-0.01344468629127251,-0.06306416982318577,0.12872062242477578,-0.11150106596529918,-7.300946279485256,1.2666873270312866,0.40011578724967345,0.958253439325183,-1.1410523463264917,0.8966847069939877
31,1.595576286315918,1782105363.396872,-0.6595007261080806,-1.4573632315992087,1.1369891084257409,-1.4897442502916132,-1.69274399989327,0.1080586502843477,-0.3586651290118654,0.03759046638224639,0.00861014215657896,0.030947659743464584,-0.0608310515317978,0.0707051283051554,0.08786540895234785,0.017343372372287114,0.027843296051984018,-0.004921361914845546,0.03251188373184105,-0.025490519818124446,-4.841298276503917,0.9725530497164712,0.5601084988366918,0.35400169158742884,-0.8805544084705205,0.7420011978243407
32,1.6648204326629639,1782105363.4661162,-0.6842545241331585,-1.4547902689979293,1.1375603728373818,-1.487443803252963,-1.6968741405710916,0.1129479318318622,-0.3585320411913626,0.04106685382724251,0.013539829831277217,0.02991125962437735,-0.0591348862210026,0.0690822855897012,-0.0562499030309227,0.06558377105243635,0.06437619094466215,-0.013509163449945766,0.006015594196787488,-0.008046297851932449,-0.5515998292166874,0.14216677770178193,-0.13134441382946122,0.0436292552272864,-0.23567603818434388,-0.08643609140217257
33,1.7348871231079102,1782105363.5361829,-0.7094498561895067,-1.4516357049535682,1.1388841073677758,-1.485582766923107,-1.7009812844516643,0.11768003428344936,-0.3665976163900515,0.046752446463580455,0.01756716258694979,0.02906809994220616,-0.060023595599208335,0.06960966048907435,0.013552952977367028,0.03623111853369776,0.008455143254784608,0.0014341054429295452,-7.712075467897206e-05,-0.03809194135647298,1.2154017572020392,-0.4442799513348537,-0.6475966773065949,0.15755918441822284,0.1400790044024543,-0.6704889012873406
34,1.8025314807891846,1782105363.6038272,-0.7347057068726364,-1.4483601776506403,1.1399858750082075,-1.4834527411899814,-1.7051333591791136,0.12252408393384177,-0.3572782174822997,0.046270112689652976,0.014937593108682812,0.03004463275491176,-0.05920552583542005,0.06405379143952095,0.11008090894675338,0.004522228645947146,-0.02552161654915923,0.008453721683039928,0.024225125258576563,-0.09922943653706068,-0.3695795696087702,-0.1798484306027871,0.1861050866259181,0.14647825327439656,0.07705377877869182,-0.14842183176019985
35,1.8767063617706299,1782105363.678002,-0.7598985659637304,-1.4451031859684043,1.1409840611199837,-1.481341630002769,-1.70934798223666,0.12666063073552117,-0.351365138576206,0.047553328140192974,0.014130513191375371,0.030185090034192896,-0.0564219090059872,0.0553029482909434,-0.06345832932240025,0.014680772529666208,0.04427353196702624,0.022792247922945208,0.006986688722518508,-0.04879863364472248,-1.5570850868170758,-0.20198124219974958,0.7223729639658953,0.20937356604816615,-0.38045234495070807,0.8839152617802619
36,1.9470338821411133,1782105363.7483296,-0.7853909416784881,-1.4415159176443406,1.142022721494604,-1.4791038435206012,-1.7132894449149911,0.1305189745663943,-0.36537496790301205,0.04841115010204611,0.020921834283381457,0.033181528504826474,-0.05796702225086747,0.05648377731054288,-0.12078667062617754,-0.022124171164502715,0.08050131173237474,0.038588283474947666,-0.02964149530450888,0.026969243074765725,0.5755689765582997,-0.3504107168349435,-0.2096068545324706,0.10928097957730995,-0.1139899778605599,0.5375747980992172
37,2.0159709453582764,1782105363.8172667,-0.810774389847487,-1.4383540769965455,1.1438807900365873,-1.4767243684958722,-1.7174154416199314,0.1345223564089085,-0.3684023720480578,0.04456671682596536,0.0253857306235723,0.03557013624925531,-0.06052879732215466,0.05903078210458457,0.012868772635616477,-0.034595167349131706,0.017078226626671106,0.03832875869734512,-0.010008261379068795,0.027552746864710598,3.4633040108413877,-0.03316581020397963,-0.735506694836646,-0.2935582261342895,0.9179433590690245,-0.5066754631319883
38,2.0847480297088623,1782105363.8860438,-0.8361250994400234,-1.4353780351171759,1.1455191966624316,-1.4742056692148873,-1.7216249002331114,0.1386480423089103,-0.3636209033282105,0.04364013979611592,0.023288983986237355,0.038458764869535145,-0.05935397910598006,0.060281182574726144,0.3556720793562027,-0.026738787599311975,-0.020847331918443318,-0.0017462232942818678,0.09656994765572352,-0.04264250472225678,2.5782244081285817,0.5869350340347027,0.11265803568738655,-0.5807671806948227,1.0226288677834634,-0.44090698955810464
