sample_index,time_s,wall_time,cmd_q_shoulder_pan_joint,cmd_q_shoulder_lift_joint,cmd_q_elbow_joint,cmd_q_wrist_1_joint,cmd_q_wrist_2_joint,cmd_q_wrist_3_joint,cmd_dq_fd_shoulder_pan_joint,cmd_dq_fd_shoulder_lift_joint,cmd_dq_fd_elbow_joint,cmd_dq_fd_wrist_1_joint,cmd_dq_fd_wrist_2_joint,cmd_dq_fd_wrist_3_joint,cmd_ddq_fd_shoulder_pan_joint,cmd_ddq_fd_shoulder_lift_joint,cmd_ddq_fd_elbow_joint,cmd_ddq_fd_wrist_1_joint,cmd_ddq_fd_wrist_2_joint,cmd_ddq_fd_wrist_3_joint,cmd_jerk_fd_shoulder_pan_joint,cmd_jerk_fd_shoulder_lift_joint,cmd_jerk_fd_elbow_joint,cmd_jerk_fd_wrist_1_joint,cmd_jerk_fd_wrist_2_joint,cmd_jerk_fd_wrist_3_joint
149,10.39567232131958,1782105372.196968,-1.0975604057312012,-1.2128571271896362,1.345969319343567,-1.6083086729049683,-1.6233588457107544,0.9490649700164795,0.0004930475462643358,1.011075778656334e-05,8.017018670258835e-06,2.2801898564850376e-05,-0.00019942124301586261,-0.0014425398343673734,-0.001241159540565342,0.00046457573520367675,-0.0010240500012467155,0.001953331575409942,-0.002753367079625497,-0.01623597737390795,0.0037601933585976084,-0.0035974412168385686,0.007773615274524137,-0.015390900873655747,0.019824625517890847,0.12302778100224296
150,10.47638726234436,1782105372.277683,-1.0975643396377563,-1.2128984928131104,1.3460569381713867,-1.6084909439086914,-1.6231406927108765,0.9504715800285339,0.000412451615103393,3.7020153552447255e-05,-4.8285272807646606e-05,0.00011508329736109602,-0.00034623187781868126,-0.002279455671520658,-0.0012319971288647308,-0.00022662979288746562,0.0004304733333655019,-0.0010571007718275004,0.0010330881301704828,0.007889238535827814,-0.0014949705460709697,-0.006850484893328447,0.014179247106963345,-0.0290681422141121,0.037805893268991704,0.24069737842130012
151,10.547749757766724,1782105372.3490455,-1.097505807876587,-1.212861180305481,1.3459819555282593,-1.6083329916000366,-1.6233577728271484,0.9490655660629272,0.0003098026358223649,-1.4486321232354271e-05,5.3605240028176127e-05,-9.918552336429798e-05,-9.256697983239803e-05,-0.0005644933541448793,-0.0014401673347001287,-0.0006074145499520088,0.0011999810654509842,-0.0026122810805579697,0.003156507357598677,0.021394159470352787,0.0005222599770601036,-0.0010830517246623065,0.0022990819076207382,-0.00445325180362277,0.0071487564608348495,0.04316924951192859
152,10.621232509613037,1782105372.4225283,-1.0975216627120972,-1.2129029035568237,1.3460694551467896,-1.6085152626037598,-1.6231414079666138,0.9504721760749817,0.00020384268596895794,-5.0468877808462764e-05,0.00012454591248989288,-0.00026161371488164775,0.00010926002981292982,0.0008080359562043782,-0.0011415490205421933,-0.0003652024238529791,0.000726973453404409,-0.0016275127464688093,0.0019712636795752372,0.013513465496459647,0.005616505534798049,0.003767798072902326,-0.007500722300466547,0.015899935990420003,-0.020052577046777834,-0.13208794950366765
153,10.697937965393066,1782105372.4992337,-1.0974724292755127,-1.2128653526306152,1.3459936380386353,-1.6083576679229736,-1.62336003780365,0.949066162109375,0.00014033423315495952,-6.851555946241206e-05,0.00016121758720011314,-0.00033977924428896245,0.00019838670078087262,0.0014310506815213841,-0.0005864070802998445,-3.8429260346494127e-05,6.645448276817014e-05,-0.0002078406678042129,0.00011900677121245247,0.0013924761684782992,0.006435183088766504,0.004772425071407683,-0.009875227604834792,0.020845666146198212,-0.026113308754019217,-0.17129935281413394
154,10.769104242324829,1782105372.5704,-1.0974955558776855,-1.212907075881958,1.346081018447876,-1.6085399389266968,-1.6231446266174316,0.9504727721214294,0.00011455035047891471,-5.825344045007341e-05,0.0001387681807933916,-0.0003010096923645733,0.00013799451207852087,0.0010858058661602499,-0.00018140184384166948,0.00033503358745057884,-0.0007197948483441089,0.0014300106450923456,-0.0018691665905864923,-0.011675064046784103,0.0033357230240463713,0.002463065444402818,-0.005135308655313094,0.01088946418190964,-0.01292473299343029,-0.0858601617208796
155,10.844391822814941,1782105372.6456876,-1.09745192527771,-1.21286940574646,1.3460047245025635,-1.6083825826644897,-1.6233643293380737,0.9490667581558228,0.00011530152107219749,-1.783007905054035e-05,5.237149555448184e-05,-0.000122840734993801,-8.40156051040708e-05,-0.0003366822007233594,-0.00011785308535981667,0.00029867849591569694,-0.0006354836015043154,0.0012841281892132157,-0.0016465469297931884,-0.010352948966406077,-0.0007057279760265896,-0.0024833564598702117,0.005248067995997603,-0.01065211326466304,0.01344685716923508,0.08612472385921921
156,10.921077728271484,1782105372.7223735,-1.0974793434143066,-1.2129112482070923,1.3460919857025146,-1.608564853668213,-1.6231493949890137,0.9504733681678772,9.62789893703686e-05,-1.3534692028471795e-05,4.363690790576413e-05,-0.00010891141432267659,-0.00010856111878787544,-0.00046345955700388686,-0.00029302830597148835,-4.801732941606177e-05,8.942471819861896e-05,-0.0002134257137412117,0.0002040082757706056,0.0016071402631938044,-0.0005104332611229298,-0.0019630370023258105,0.004119160024025519,-0.008520790961043348,0.010474426095924244,0.06735314030087194
157,10.99585771560669,1782105372.7971535,-1.0974390506744385,-1.2128734588623047,1.346015453338623,-1.6084076166152954,-1.623369812965393,0.9490673542022705,7.108701735791811e-05,-2.4711448949332748e-05,6.515087797076546e-05,-0.0001536802347210653,-5.508821725186408e-05,-0.00010552872116686984,-0.00020184405732269554,-8.283967885038679e-06,8.507541701840114e-06,-4.791884873892244e-05,-8.616564978387777e-06,0.00018231982406567704,0.001483485526141332,0.0010314230486775087,-0.002160785308281296,0.00440466296913779,-0.005439865458257393,-0.03589230117422933
158,11.071075677871704,1782105372.8723714,-1.0974690914154053,-1.2129154205322266,1.3461027145385742,-1.6085898876190186,-1.623155117034912,0.950473964214325,6.612142679163213e-05,-1.4653243317397369e-05,4.466774968037157e-05,-0.0001156152968739832,-0.00011048935509627711,-0.0004401567566416631,-7.027648669662991e-05,0.00010713334630489182,-0.00023563631521319548,0.0004491898888178984,-0.0006142414767013704,-0.0037914244595667933,-0.00014904870496273265,-0.0006077010804746747,0.0012480319977249581,-0.002454898346212509,0.0037836220090804837,0.023170872402775874
159,11.144548177719116,1782105372.945844,-1.0974308252334595,-1.2128775119781494,1.3460259437561035,-1.6084327697753906,-1.6233760118484497,0.9490679502487183,6.065227447482613e-05,-8.690004300149212e-06,2.9987441648060553e-05,-8.669375053571571e-05,-0.000146842052210161,-0.0006715455232884082,-0.00021745659075051487,-9.125204068670811e-05,0.00017857232126788268,-0.0003816648666518615,0.0005131354466111906,0.0033653735142207203,-0.001465358856647945,-0.002182146898117291,0.004570954639035191,-0.009189954806908795,0.012078997775499804,0.0773440850955904
160,11.22070860862732,1782105373.0220044,-1.09746253490448,-1.2129195928573608,1.3461130857467651,-1.6086150407791138,-1.6231614351272583,0.9504745602607727,3.279984821524806e-05,-2.9251386944650903e-05,7.345937186364893e-05,-0.00017696908913400478,-2.8189867716577055e-05,9.907669308173439e-05,-0.0002865981787525593,-0.00021655214099976878,0.00044248999069632425,-0.0009143333180998115,0.0011752999837268455,0.007671964670911694,0.0005471491109693675,0.00010194505247796678,-0.00021670613897284028,0.00037547495466410145,-0.0008547792570707774,-0.005070509322430843
161,11.297263622283936,1782105373.0985594,-1.0974254608154297,-1.2128815650939941,1.3460363149642944,-1.6084580421447754,-1.623382568359375,0.949068546295166,1.6946898115044462e-05,-4.17185924028729e-05,9.746098176499629e-05,-0.00022611215347012603,3.234167120602649e-05,0.0004981463231690242,-0.0001327472683080032,-7.430108840977747e-05,0.00014256471868266576,-0.00031849321626185477,0.00037504209705157947,0.0025422765990117165,0.001918207553107134,0.001959089934994251,-0.004003742974223044,0.008111519186254709,-0.010377795915217227,-0.06747861086964949
162,11.37181305885315,1782105373.1731088,-1.0974581241607666,-1.2129237651824951,1.346123456954956,-1.608640193939209,-1.6231681108474731,0.9504751563072205,1.2446893960849081e-05,-4.082915432856993e-05,9.56782852323812e-05,-0.00022637519772672476,3.0126064290314503e-05,0.0004937977568291174,3.6136141778604327e-06,7.907550279960215e-05,-0.0001621530739735441,0.00031005349170068583,-0.00039313033128841185,-0.0025224850578685815,-0.0009688536150930836,-0.001211000452944222,0.0025345971768817054,-0.0049516927781049005,0.00721951269270458,0.045170736458993166
163,11.448349952697754,1782105373.2496457,-1.0974217653274536,-1.2128856182098389,1.3460464477539062,-1.6084833145141602,-1.623389482498169,0.9490691423416138,1.7750555914020083e-05,-2.9500912952507008e-05,7.240505152594778e-05,-0.00017800423266400855,-2.8518728283799533e-05,0.00010710794899182474,-0.0002903978167592148,-0.00027043141431209994,0.000552180682410399,-0.0011205315495492708,0.0015363955347157164,0.009822549208546041,-0.002271969499098231,-0.002792401103382691,0.00571143689929041,-0.011508392044854002,0.015311599368517226,0.09823536162536121
164,11.52445936203003,1782105373.3257551,-1.0974550247192383,-1.2129278182983398,1.3461335897445679,-1.6086654663085938,-1.6231749057769775,0.9504757523536682,-3.157459139835339e-05,-8.175275445321262e-05,0.00017923659434426753,-0.0003959260245132157,0.0002626879880267552,0.0019804915344483476,-0.0003445322270500486,-0.0003486867795732123,0.0007127644980618538,-0.0014527841455282682,0.0019525682428842873,0.012526543386849304,0.004004026657087312,0.004321835894312134,-0.008788654765303067,0.017979662144577666,-0.024390093248663713,-0.15572899794316625
165,11.609686613082886,1782105373.4109824,-1.097419023513794,-1.2128896713256836,1.3460566997528076,-1.608508586883545,-1.6233965158462524,0.9490697383880615,-3.196811278805001e-05,-7.922692812911691e-05,0.00017404652026264955,-0.0003851297133383724,0.0002502893583411492,0.0018944655969734825,0.0004467357110706416,0.0005302445284314248,-0.0010763988627345551,0.0022121334643165277,-0.0029757193147100535,-0.018998855856244105,0.004402608935691939,0.004832214972474492,-0.009877563230334332,0.02016887276105153,-0.02701536855646013,-0.17297924582939822
166,11.68615198135376,1782105373.4874477,-1.0974526405334473,-1.2129318714141846,1.3461438417434692,-1.6086907386779785,-1.6231818199157715,0.950476348400116,3.3156438781212216e-05,-4.337732391945792e-06,2.2071522437272506e-05,-7.290689734418265e-05,-0.00017141677632892538,-0.0007924442030535772,0.00044848399844184635,0.0005237503729250761,-0.0010691339690114927,0.002187923769368699,-0.0029277699143413372,-0.01871630438215318,-0.0037934391952112755,-0.004340007521503513,0.008732287002887314,-0.017928698053233088,0.024280171294232013,0.15485375879422844
167,11.759443521499634,1782105373.5607393,-1.0974169969558716,-1.2128937244415283,1.346066951751709,-1.6085338592529297,-1.6234036684036255,0.9490703344345093,3.770174160067086e-05,2.0405104361742588e-06,8.22782531706423e-06,-4.569217327876629e-05,-0.00020424640020166862,-0.0010105119119350192,-9.763617729207058e-05,-9.325235088317169e-05,0.00017763280420622,-0.0003633375797875509,0.0005133782865559389,0.0032519743859542767,-0.003158521290873027,-0.003492397285162305,0.007153078580081588,-0.01444792247174383,0.019884959562674793,0.12651491738229864
168,11.83682632446289,1782105373.638122,-1.0974507331848145,-1.2129359245300293,1.346153974533081,-1.6087160110473633,-1.623188853263855,0.9504769444465637,1.710234599450189e-05,-1.990477050206607e-05,5.191897855638672e-05,-0.00013383169773284465,-8.597834895596179e-05,-0.00025007768314022627,8.682376191980002e-06,3.89684567606133e-05,-7.426311737861894e-05,0.00018225411503151518,-0.00015927090447160415,-0.0011107177653473356,0.001795297224558814,0.002049363875631707,-0.00408098891091581,0.008367314267860524,-0.010908151559659695,-0.06991437042156635
169,11.913142681121826,1782105373.7144384,-1.0974153280258179,-1.2128978967666626,1.3460772037506104,-1.6085591316223145,-1.6234108209609985,0.949070930480957,3.845395836954424e-05,7.346679649522514e-06,-1.8330939504096477e-06,-2.0478557420489096e-05,-0.0002251514922448905,-0.001158060255099791,0.00017740695923181655,0.00022101147463294586,-0.00044786256368084434,0.0009199224376237888,-0.0011585022356060005,-0.007465133037977285,-0.0008760139281581175,-0.0012137528367944627,0.0024139738316903024,-0.005342546548212847,0.006002355180525433,0.039794318912499696
170,11.99459457397461,1782105373.7958903,-1.0974491834640503,-1.212939977645874,1.346164345741272,-1.608741283416748,-1.6231958866119385,0.9504775404930115,4.4004696726496206e-05,1.3519173744924728e-05,-1.60166633538239e-05,5.300372075467408e-06,-0.00026169173751355856,-0.0013807805238421622,-0.00016229706098656762,-0.00019073389263525364,0.00038418646996342425,-0.0008199699109920047,0.0009904419543369921,0.006474031602352694,-0.0023529238848321123,-0.00277590056591385,0.005714779270783548,-0.011708499743142312,0.014685112794797615,0.09482357022845986
171,12.06999945640564,1782105373.8712952,-1.0974137783050537,-1.2129019498825073,1.3460873365402222,-1.6085844039916992,-1.6234180927276611,0.9490715265274048,1.568011156027893e-05,-1.946763568483334e-05,5.192746153603878e-05,-0.0001358621850506836,-8.655186545958315e-05,-0.0002497972864450304,-0.00021283220233227,-0.00024094851757315813,0.0005009473218714321,-0.0010290390822435807,0.001281179984452104,0.008297224795005834,0.0007295265758137097,0.0009021906337671237,-0.0018030205432309652,0.0038992893001037953,-0.004600545910822153,-0.03026067939491521
172,12.146444320678711,1782105373.94774,-1.0974477529525757,-1.2129440307617188,1.3461744785308838,-1.6087665557861328,-1.6232030391693115,0.9504781365394592,1.2027136213177414e-05,-2.2657236963041782e-05,5.9214107281491124e-05,-0.00014919340465269215,-6.932605947085335e-05,-0.0001348842103059411,-4.858721158539461e-05,-5.045234028277411e-05,0.00010337924418649705,-0.00021389078915566085,0.00027414026335230337,0.0017649422910671869,0.0003771182362342113,0.00042815968363422974,-0.0009704066747705702,0.0018793253058370738,-0.00197063728951095,-0.013297746728958691
173,12.22231674194336,1782105374.0236125,-1.0974124670028687,-1.212906002998352,1.3460975885391235,-1.608609676361084,-1.6234253644943237,0.9490721225738525,8.28035352373746e-06,-2.714244390134013e-05,6.766471384800354e-05,-0.00016839639487642444,-4.485123041320094e-05,1.8735406615455474e-05,-0.00015337009156852962,-0.00017337844780558622,0.0003483125223581909,-0.0007327664498099642,0.0009682399833616052,0.006189450266476473,-5.4048590734361176e-05,-8.498197416752608e-06,-1.8924115847521487e-06,4.5755473507096784e-05,0.0003461773877003484,0.0017555780173390372
174,12.298128604888916,1782105374.0994244,-1.0974464416503906,-1.2129480838775635,1.3461846113204956,-1.6087918281555176,-1.6232101917266846,0.950478732585907,-1.1224106764906594e-05,-4.894218904816228e-05,0.00011201895779677784,-0.00026028448617232414,7.746256023644094e-05,0.0008034539049299738,-5.6946190031452874e-05,-5.193650546439656e-05,0.00010348325997275488,-0.00020778390331248732,0.000327715584357303,0.002038083451572201,0.0023214766154869716,0.002686033951683474,-0.005449678503247358,0.011342618106271282,-0.014864692390641192,-0.09521656647418078
175,12.377355575561523,1782105374.1786513,-1.0974111557006836,-1.2129100561141968,1.3461077213287354,-1.6086350679397583,-1.6234326362609863,0.9490727186203003,8.505869431019164e-07,-3.35490771714575e-05,8.034530124234607e-05,-0.00019359708819699506,-3.021782310597132e-06,0.00027666054059949374,0.00021387934852535028,0.00025063287525004516,-0.0005121056023759049,0.0010566340705179486,-0.0013811730679005809,-0.00885537444340311,0.0011757092587186234,0.0012357468038191146,-0.002499493788381862,0.0051008457556146495,-0.007211591374767777,-0.04562164689842242
176,12.455383062362671,1782105374.2566788,-1.0974452495574951,-1.2129521369934082,1.3461947441101074,-1.6088171005249023,-1.6232173442840576,0.9504793286323547,2.226301876984138e-05,-9.66319066186827e-06,3.175548582845522e-05,-9.463572355805638e-05,-0.00013886334605750505,-0.0005838406432872034,0.00013327862874506387,0.0001485404644351804,-0.0003021212004607267,0.0006201990505940892,-0.000840522800249548,-0.0053548610454138,-0.0011522211125818817,-0.0013624205741845005,0.0028208032842676114,-0.005720987971328172,0.007468892452689621,0.04795523042530926
177,12.530946493148804,1782105374.3322423,-1.097409963607788,-1.2129141092300415,1.3461178541183472,-1.6086604595184326,-1.623439908027649,0.949073314666748,2.2005559660698282e-05,-9.97029613269973e-06,3.2387195378902334e-05,-9.519671943358787e-05,-0.00013648576720015626,-0.0005733147738444799,3.7487012661324844e-05,4.163938752600643e-05,-7.948464935082563e-05,0.00017856136224600217,-0.00023663779847158816,-0.0015048869382148378,-0.0007210601375745262,-0.0008104515944364994,0.0016851661232497267,-0.0033929767019696155,0.004547493407944211,0.029032184972454828
178,12.608928442001343,1782105374.4102242,-1.0974440574645996,-1.212956190109253,1.3462048768997192,-1.608842372894287,-1.6232244968414307,0.9504799246788025,2.8219948652541404e-05,-3.04504732184796e-06,1.9119277576251648e-05,-6.630443584931811e-05,-0.00017651556134801183,-0.0008229893371449748,2.524959791782132e-05,2.7069008839914628e-05,-4.9569761677467476e-05,0.0001112714989613278,-0.00015920286786575723,-0.001004818189773696,-0.00020242965720119896,-0.0002314479132994896,0.0004020944981102698,-0.0010063809849477562,0.0012775979634724948,0.008185809254607853
179,12.683491468429565,1782105374.4847872,-1.0974087715148926,-1.2129181623458862,1.3461281061172485,-1.6086857318878174,-1.6234471797943115,0.9490739107131958,2.6221354323396895e-05,-5.428162273446446e-06,2.4019203568315106e-05,-7.648910635715822e-05,-0.00016313969128844974,-0.0007412873564272005,6.911710160712858e-06,6.6314869998020774e-06,-1.8270757569394396e-05,2.600265875358479e-05,-4.365012405506386e-05,-0.000268041857985255,-0.0007747781836261556,-0.0009490463158660983,0.0018077617578902997,-0.0038944449580913722,0.004896588123684192,0.03158811876617914
180,12.76112174987793,1782105374.5624175,-1.097442865371704,-1.2129602432250977,1.3462151288986206,-1.6088676452636719,-1.6232316493988037,0.9504805207252502,2.948294874105528e-05,-1.7941634311569032e-06,1.5812780693735817e-05,-6.132905467381988e-05,-0.0001845552030097508,-0.0008723217483606049,-9.597735847804382e-05,-0.00012159513328136532,0.00023424928718387836,-0.0004986592584160625,0.0006069786879019688,0.003938581946047095,-0.0006681139793774916,-0.0007903303321742249,0.0016681680888169254,-0.0033900565485146155,0.004221858374890582,0.02728934412974738
181,12.835170269012451,1782105374.636466,-1.097407579421997,-1.212922215461731,1.3461382389068604,-1.6087110042572021,-1.6234544515609741,0.9490745067596436,1.262932725687449e-05,-2.2693010912178124e-05,5.717071739219648e-05,-0.00014726873559567366,-7.725227056631923e-05,-0.00018326379388344805,-9.902668985036437e-05,-0.00011927338678462791,0.000245845038518675,-0.0005117701070431976,0.0006258239221998128,0.0040594165646106635,0.0013225790576736503,0.001662707172163891,-0.003301991497531532,0.0069359001687764685,-0.008581973215978669,-0.05550530168156189
182,12.909956216812134,1782105374.711252,-1.0974416732788086,-1.212964415550232,1.3462252616882324,-1.6088929176330566,-1.6232388019561768,0.950481116771698,1.4934939230215605e-05,-1.930461720789367e-05,5.193954159210534e-05,-0.00013653640994171212,-9.263127838110563e-05,-0.0002759163881345117,0.00010288935609808984,0.00012829099536359887,-0.0002623271806246043,0.00054418458020655,-0.000683412149672509,-0.004407208766101372,-0.0006426006170226221,-0.0005809048200496661,0.0011218699342416135,-0.0022131154898343483,0.003834512277287167,0.023401522317321555
183,12.98364520072937,1782105374.784941,-1.0974063873291016,-1.2129262685775757,1.3461483716964722,-1.608736276626587,-1.6234617233276367,0.9490751028060913,2.7748882684086595e-05,-3.8257378438544265e-06,1.864067633761124e-05,-6.73435773030917e-05,-0.00017768133348816662,-0.0008307237612781293,-0.00018715730690121136,-0.00019704876533813088,0.0003951728949861238,-0.000804792074500603,0.0011486757351416095,0.007236435153595774,-0.0030316473218944375,-0.0035142043864179935,0.0072376335809008555,-0.014850580068961493,0.019555114608224164,0.12500421019682167
184,13.060704469680786,1782105374.8620002,-1.0974406003952026,-1.2129685878753662,1.3462353944778442,-1.6089181900024414,-1.6232459545135498,0.9504817128181458,-1.576803180025621e-05,-5.181625204375706e-05,0.00011735138070001483,-0.00026988025426533113,9.640708923797092e-05,0.0009167673250143338,-0.00034789028822308603,-0.0003952581755903822,0.0008171158154007958,-0.0016706878384089316,0.0022278947187362574,0.014209387540333063,0.001607579632008498,0.0016229391457037233,-0.003273530593533253,0.0067150004748723294,-0.009738276996917376,-0.06116887156237147
185,13.14182186126709,1782105374.9431176,-1.0974053144454956,-1.2129303216934204,1.346158504486084,-1.6087615489959717,-1.6234689950942993,0.9490756988525391,-2.547305903011221e-05,-6.445115885611585e-05,0.00014402543253133615,-0.0003236303390092843,0.00016364945719971047,0.0013463329220337883,9.789025721719665e-05,9.460738776439354e-05,-0.00019550280752396356,0.000406901562483011,-0.000589473265989177,-0.003702349113789399,0.005296021850042932,0.006157657321231095,-0.01266907982749368,0.025967949552467007,-0.033705008854495,-0.21601607307006204
186,13.217109203338623,1782105375.018405,-1.0974394083023071,-1.212972640991211,1.3462456464767456,-1.6089434623718262,-1.6232531070709229,0.9504823088645935,-2.902827643147532e-06,-3.98336179534553e-05,9.266791531459262e-05,-0.00021826151545667472,2.0155308627423096e-05,0.0004388491387494753,0.00048267493805459916,0.0005664944132232652,-0.0011623006902459977,0.002386822628627644,-0.003055272532332158,-0.01963046623151022,0.0010442321078958628,0.001487312583811799,-0.0030225238926881075,0.0062326381447279176,-0.006813250379407927,-0.045173135793753684
187,13.294191360473633,1782105375.095487,-1.0974041223526,-1.2129344940185547,1.3461687564849854,-1.6087868213653564,-1.623476266860962,0.9490762948989868,4.873620180578797e-05,2.2735323439881938e-05,-3.481783703396246e-05,4.3634795705571605e-05,-0.00030605569644848174,-0.0016722737163483714,0.00024222761154594788,0.0003038636849672127,-0.0006203768550867681,0.0012836790384534687,-0.0015333850090063625,-0.009980954826779201,-0.004273387314036827,-0.004940135755953391,0.010147997778117254,-0.020790460909354304,0.026887040129807322,0.17240439952063277
188,13.37907075881958,1782105375.1803665,-1.0974382162094116,-1.2129766941070557,1.3462557792663574,-1.60896897315979,-1.623260259628296,0.9504829049110413,2.9321726031206197e-05,1.060339275049671e-06,9.123052752357808e-06,-4.498809630426592e-05,-0.0001839822766775967,-0.0008924992141920995,-0.0002283561226477697,-0.00025873283406333567,0.0005323599242432836,-0.0010865827113161492,0.0014164250502358084,0.00906602783379374,-0.00029561961435812503,-0.0005805621513564055,0.0012109446109792267,-0.002597638705366375,0.0019233784772209831,0.014105544489704046
189,13.459594964981079,1782105375.2608907,-1.0974029302597046,-1.2129385471343994,1.3461788892745972,-1.6088120937347412,-1.6234835386276245,0.9490768909454346,1.0962101843148275e-05,-2.0031413050958236e-05,5.311187829803998e-05,-0.00013572938527417477,-7.158909850524253e-05,-0.00017169460612453946,0.0001487872534705367,0.00015651091744387768,-0.00031509963983507294,0.0006390685422661757,-0.0009366293404127141,-0.005863090578119667,0.0015348953143300103,0.0016348006309082953,-0.0033166884004902793,0.006685522959431505,-0.009566769018337414,-0.060280202592291506
190,13.54093599319458,1782105375.3422318,-1.0974371433258057,-1.2129807472229004,1.3462660312652588,-1.6089943647384644,-1.623267412185669,0.950483500957489,5.4023870046826517e-05,2.708106717541625e-05,-4.329495046029308e-05,6.135445008759177e-05,-0.00033941963844696943,-0.0018658541028511166,1.4920110962394871e-05,1.0174838504290633e-07,7.337743847663045e-06,-2.863872380590507e-05,-9.983023844971144e-05,-0.00048580477964697485,-0.0033349676662279624,-0.0037189807347155243,0.007572649554090728,-0.01561696159608588,0.020803444273980967,0.1323747583568187
191,13.614338874816895,1782105375.4156346,-1.097401738166809,-1.2129426002502441,1.346189022064209,-1.608837366104126,-1.623490810394287,0.9490774869918823,2.1040336750210997e-05,-1.1270401923724194e-05,3.62378512637207e-05,-0.00010313839759490406,-0.0001352544710595538,-0.0005540675509507764,-0.0003417688163467358,-0.00039185472811152297,0.0008022256577604843,-0.0016656851243062978,0.002123769966620703,0.013620361598098452,-0.00017042523720203276,-8.704367541637582e-05,3.696484150472149e-05,5.453619625793297e-05,0.0013033249942035906,0.006798585596067002
192,13.68994402885437,1782105375.4912398,-1.0974360704421997,-1.2129848003387451,1.3462762832641602,-1.6090197563171387,-1.623274564743042,0.9504840970039368,3.5785213716721387e-06,-3.0724464528120166e-05,7.498560118257558e-05,-0.00018427418826583164,-2.5901006287298856e-05,0.00014468601825790017,1.0487692149155722e-05,1.0614597270986497e-05,-3.540176452078081e-05,7.943608777913238e-05,-3.522652981227214e-05,-0.0003015061644472115,0.0019096246345240184,0.002191281951717989,-0.004549437585620408,0.009618643259959633,-0.011607986070402974,-0.0751995620143622
193,13.766125679016113,1782105375.5674214,-1.0974006652832031,-1.2129466533660889,1.3461991548538208,-1.6088627576828003,-1.6234980821609497,0.9490780830383301,2.2911679456782963e-05,-9.34915185268892e-06,3.0230193930336213e-05,-8.974705645847791e-05,-0.00014231618231796972,-0.0006108779127522723,-5.5095275304312516e-05,-6.287201018677344e-05,0.00011923827163377431,-0.00022128437843801593,0.0003814465277788822,0.002332145767832903,-0.0017713395456083968,-0.0019442473153768632,0.004085237036672019,-0.008502685715024882,0.010808590225178319,0.06933209765106367
194,13.844931602478027,1782105375.6462274,-1.0974348783493042,-1.2129889726638794,1.3462865352630615,-1.609045147895813,-1.623281717300415,0.9504846930503845,-6.6096147284255835e-06,-4.230253532000461e-05,9.723919741588816e-05,-0.000226376573271736,4.3413572104356035e-05,0.0005715421067771231,-0.00026890884128626596,-0.0002959497359423618,0.0006087326226382934,-0.0012626948955026382,0.0016684759339892486,0.010629696738557268,0.0009062176140904247,0.0010112900353487107,-0.001958192353125642,0.003780132561917361,-0.00593164160422722,-0.036709731000191176
195,13.926327466964722,1782105375.7276232,-1.0973994731903076,-1.2129508256912231,1.3462094068527222,-1.608888030052185,-1.6235053539276123,0.9490786790847778,-1.961149399853923e-05,-5.611739844013641e-05,0.00012647837439949683,-0.0002895529481534709,0.00012135262235801747,0.0010689867384687801,0.0001091384622049792,0.00012003475606122094,-0.00023748049688245785,0.0004737783365400285,-0.0006860292013652032,-0.004296452379765354,0.0030402350516372124,0.0033531721376571897,-0.006841582380835057,0.014220692232557917,-0.018805260318776697,-0.11976308098820737
196,14.002996444702148,1782105375.8042922,-1.0974338054656982,-1.2129930257797241,1.3462966680526733,-1.6090705394744873,-1.623288869857788,0.9504852890968323,8.173264502531197e-06,-2.5989037910179036e-05,6.517917247883531e-05,-0.0001629624147199138,-4.993684419396516e-05,-1.2039255365081658e-05,0.00022637188828928263,0.00025020110790538284,-0.0005053104241546042,0.0010503886023841278,-0.0013968810259464151,-0.008884567312593674,-0.00042390901693581547,-0.00043978528687396224,0.000842859980545865,-0.0016215348655297958,0.0026591416021636907,0.016321599894591827
197,14.079598903656006,1782105375.8808947,-1.097398281097412,-1.2129548788070679,1.346219539642334,-1.6089133024215698,-1.623512625694275,0.9490792751312256,1.5102939407540816e-05,-1.774973021273496e-05,4.8989594343851195e-05,-0.00012847849133201805,-9.286067836278278e-05,-0.0002934571939601227,4.442502708686882e-05,5.2912485204652956e-05,-0.00010887076245293684,0.00022645910132722583,-0.000280045309329984,-0.0018049456953183947,-0.0009484617893328255,-0.0009668175658895912,0.001893357261961304,-0.004001468326634774,0.005585953482834211,0.03525388237502482
198,14.157462358474731,1782105375.958758,-1.0974326133728027,-1.2129970788955688,1.3463069200515747,-1.6090959310531616,-1.6232960224151611,0.95048588514328,1.4918354307447146e-05,-1.7954815731968665e-05,4.86229180527431e-05,-0.00012855103669551227,-9.248156587382539e-05,-0.0002860899513930093,8.349473271919695e-05,0.00010495119235756167,-0.00022119638879908147,0.000449473006840156,-0.0005569102919821943,-0.003584404027448978,0.0004113481721979735,0.0005129212753383922,-0.0010524289889678978,0.002178528601922424,-0.0027891260776782357,-0.017839089503878216
