sample_index,time_s,wall_time,ros_time,q_shoulder_pan_joint,q_shoulder_lift_joint,q_elbow_joint,q_wrist_1_joint,q_wrist_2_joint,q_wrist_3_joint,dq_msg_shoulder_pan_joint,dq_msg_shoulder_lift_joint,dq_msg_elbow_joint,dq_msg_wrist_1_joint,dq_msg_wrist_2_joint,dq_msg_wrist_3_joint,dq_fd_shoulder_pan_joint,dq_fd_shoulder_lift_joint,dq_fd_elbow_joint,dq_fd_wrist_1_joint,dq_fd_wrist_2_joint,dq_fd_wrist_3_joint,ddq_fd_shoulder_pan_joint,ddq_fd_shoulder_lift_joint,ddq_fd_elbow_joint,ddq_fd_wrist_1_joint,ddq_fd_wrist_2_joint,ddq_fd_wrist_3_joint,jerk_fd_shoulder_pan_joint,jerk_fd_shoulder_lift_joint,jerk_fd_elbow_joint,jerk_fd_wrist_1_joint,jerk_fd_wrist_2_joint,jerk_fd_wrist_3_joint
173,1.73,1782105358.2857785,2.96,-6.20719893813515e-05,-1.5700031964905532,1.1000290200093366,-1.5700209418492796,-1.5699973389176871,1.082961519571768e-06,-0.0008141365484128955,-0.003196412429376795,0.02902000861290538,-0.020941849175943387,0.002661082542447633,0.00036342155778808574,-4.4409354665875256e-14,-4.263256414560601e-14,4.973799150320701e-14,4.263256414560601e-14,8.526512829121202e-14,-8.881783519374895e-14,-1.9721907816514173e-25,-9.237055564881516e-12,4.618527782440884e-12,4.263256414560976e-12,4.973799150320855e-12,2.220446049249818e-12,4.440892098500618e-10,2.1316282072802967e-10,-4.618527782440643e-10,-3.907985046680544e-10,-6.750155989720939e-10,5.551115123125772e-10
174,1.7400000000000002,1782105358.2958078,2.97,-6.207198938223968e-05,-1.5700031964905559,1.1000290200093374,-1.5700209418492788,-1.5699973389176853,1.0829615186835895e-06,-0.0008141365483947076,-0.0031964124294327923,0.029020008613088177,-0.02094184917597726,0.002661082542849515,0.00036342155784287004,4.336808689942018e-19,-8.526512829121202e-14,4.263256414560601e-14,0.0,9.947598300641403e-14,4.4408914208742684e-14,4.440892098500622e-12,2.1316282072805825e-12,-4.618527782440821e-12,-2.8421709430403353e-12,-7.105427357601374e-12,6.661338147750637e-12,-1.1102230246251546e-10,6.750155989720939e-10,-3.37507799486047e-10,-7.105427357600989e-11,-6.03961325396084e-10,-3.3306690738754634e-10
175,1.75,1782105358.3057978,2.98,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492796,-1.5699973389176853,1.0829615204599463e-06,-0.0008141365483789056,-0.003196412429421183,0.029020008613015243,-0.02094184917673061,0.002661082542800376,0.0003634215577400482,4.440848730413727e-14,0.0,-4.263256414560601e-14,-1.4210854715202004e-14,-5.684341886080802e-14,4.440892776126984e-14,-2.2204460492500154e-12,4.263256414560787e-12,-2.131628207280583e-12,2.842170943040209e-12,-7.1054273576013734e-12,-4.440892098500425e-12,-3.3306582318537386e-10,-1.0658141036401482e-10,4.440892098500619e-10,3.9079850466805443e-10,2.8421709430403956e-10,-3.330669243282053e-10
176,1.7600000000000002,1782105358.315709,2.99,-6.20719893813515e-05,-1.5700031964905559,1.1000290200093366,-1.5700209418492788,-1.5699973389176862,1.082961519571768e-06,-0.0008141365484470659,-0.0031964124293853338,0.02902000861281187,-0.020941849175883643,0.0026610825428091964,0.0003634215577400443,-4.440848730413727e-14,0.0,0.0,5.684341886080802e-14,-4.263256414560601e-14,-4.440892776126984e-14,-2.2204243652065657e-12,0.0,4.263256414560598e-12,4.973799150320603e-12,-1.4210854715203256e-12,-3.3881278469845947e-19,3.3306473898320633e-10,-2.131628207280297e-10,-1.6556536948131695e-23,-2.131628207280407e-10,4.6185277824408084e-10,4.4408924373137477e-10
177,1.77,1782105358.325572,3.0,-6.207198938223968e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492788,-1.5699973389176862,1.082961519571768e-06,-0.0008141365484396483,-0.0031964124293858316,0.02902000861296867,-0.02094184917576427,0.00266108254249658,0.00036342155787222807,0.0,0.0,4.263256414560601e-14,8.526512829121202e-14,-8.526512829121202e-14,4.440892098500626e-14,4.440848730413821e-12,0.0,-2.1316282072803458e-12,-1.4210854715202307e-12,2.1316282072803458e-12,4.4408927761270785e-12,2.2204460492502598e-10,1.0658141036401247e-10,-4.440892098500804e-10,-5.329070518200813e-10,3.9079850466807413e-10,-1.110223024625327e-10
178,1.7799999999999998,1782105358.3355021,3.01,-6.20719893813515e-05,-1.5700031964905559,1.1000290200093374,-1.570020941849277,-1.569997338917688,1.0829615204599463e-06,-0.0008141365484699646,-0.003196412429423807,0.029020008612909428,-0.020941849176048476,0.002661082542757722,0.0003634215578356783,4.440848730413727e-14,0.0,-4.263256414560601e-14,2.842170943040401e-14,0.0,4.440892776126984e-14,2.2204677332938593e-12,2.131628207280204e-12,-4.618527782440821e-12,-5.684341886080797e-12,6.3948846218409905e-12,-2.2204463880633914e-12,-3.3306473898320633e-10,2.131628207280297e-10,2.309263891220203e-10,-3.5527136788012816e-11,-1.06581410364003e-10,-3.33066941268879e-10
179,1.79,1782105358.3456318,3.02,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492779,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365484038699,-0.003196412429408121,0.029020008612864658,-0.020941849175670723,0.002661082542359054,0.0003634215577540782,4.4409354665875256e-14,4.263256414560601e-14,-4.973799150320701e-14,-2.842170943040401e-14,4.263256414560601e-14,-6.776263578034403e-21,-2.2204460492504096e-12,4.263256414560598e-12,2.4868995751604904e-12,-2.1316282072801406e-12,-1.893266172530425e-25,-2.2204460492502125e-12,-4.440902940522343e-10,-3.1974423109204457e-10,4.618527782440643e-10,2.8421709430403956e-10,-3.197442310920445e-10,1.110223194031744e-10
180,1.7999999999999998,1782105358.3556979,3.03,-6.207198938046332e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492779,-1.5699973389176871,1.0829615204599463e-06,-0.0008141365483894184,-0.0031964124294254674,0.02902000861292205,-0.02094184917580745,0.002661082542739444,0.00036342155776324797,-4.336808689942018e-19,8.526512829121202e-14,7.105427357601002e-15,-1.4210854715202004e-14,0.0,6.776263578034403e-21,-6.661338147750834e-12,-4.263256414560219e-12,4.618527782440695e-12,6.320984661354923e-26,-1.8942759144891112e-25,6.018531076210112e-32,1.1102230246251545e-10,-6.75015598972094e-10,-1.243449787580173e-10,-1.0658141036401487e-10,-1.0658141036401485e-10,0.0
181,1.81,1782105358.3658085,3.04,-6.20719893813515e-05,-1.5700031964905532,1.1000290200093366,-1.5700209418492779,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365484109104,-0.0031964124293929045,0.02902000861294001,-0.020941849175708623,0.002661082542937081,0.0003634215577079029,-8.881740828914353e-14,-4.263256414560601e-14,4.263256414560601e-14,-2.842170943040401e-14,4.263256414560601e-14,-6.776263578034403e-21,3.9442660075061713e-25,-9.237055564881138e-12,-1.5777218104420236e-25,-4.263256414560724e-12,-2.131628207280583e-12,-2.2204460492504096e-12,6.661338147750927e-10,4.2632564145605934e-10,-4.618527782440643e-10,1.0658141036401483e-10,3.552713678800493e-11,2.220446049250309e-10
182,1.8199999999999998,1782105358.3756855,3.05,-6.207198938223968e-05,-1.5700031964905559,1.1000290200093374,-1.5700209418492788,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365483515745,-0.0031964124293731647,0.029020008612875486,-0.020941849175780285,0.002661082542463336,0.0003634215578049824,-4.336808689942018e-19,-9.947598300641403e-14,7.105427357601002e-15,-9.947598300641403e-14,-4.263256414560601e-14,-4.4408914208742684e-14,6.661338147751031e-12,4.263256414560155e-12,-4.6185277824405995e-12,2.1316282072798886e-12,7.10542735759689e-13,4.440892098500228e-12,-5.877471754111438e-38,8.171241461241138e-10,3.8203566401724344e-38,5.684341886080791e-10,3.197442310920445e-10,3.3306690738754634e-10
183,1.83,1782105358.3855975,3.06,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492796,-1.5699973389176871,1.082961519571768e-06,-0.0008141365484998556,-0.0031964124293944202,0.029020008613053823,-0.02094184917629263,0.0026610825427089823,0.00036342155770276033,4.4409354665875256e-14,4.263256414560601e-14,-4.973799150320701e-14,1.4210854715202004e-14,5.684341886080802e-14,8.881783519374895e-14,-1.9721907816514173e-25,7.10542735760068e-12,2.524354896707238e-25,7.105427357600806e-12,4.263256414560345e-12,4.440892098500227e-12,-5.551115123125772e-10,-3.197442310920445e-10,3.3750779948604697e-10,-1.0658141036401483e-10,-2.8421709430403956e-10,-6.661338147750927e-10
184,1.8399999999999999,1782105358.3958037,3.07,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176853,1.0829615222363032e-06,-0.0008141365484266367,-0.003196412429336649,0.029020008612979948,-0.02094184917598043,0.002661082542680395,0.0003634215576701432,-4.336808689942018e-19,4.263256414560601e-14,7.105427357601002e-15,4.263256414560601e-14,4.263256414560601e-14,4.440892776126984e-14,-4.440892098500622e-12,-2.131628207280204e-12,2.1316282072804565e-12,1.262177448353619e-25,-4.973799150320539e-12,-8.881784197001047e-12,3.5264830524668625e-38,-7.815970093361088e-10,-1.7999757246966277e-38,-4.973799150320693e-10,-3.1974423109204446e-10,-2.2204460492503087e-10
185,1.85,1782105358.4056313,3.08,-6.20719893813515e-05,-1.570003196490554,1.1000290200093366,-1.5700209418492788,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365484762652,-0.003196412429406154,0.02902000861294273,-0.020941849175638818,0.0026610825427595937,0.00036342155769314476,-4.440848730413727e-14,0.0,-7.105427357601002e-15,1.4210854715202004e-14,-4.263256414560601e-14,-8.88178487462761e-14,1.9721137444536418e-25,-8.526512829121383e-12,6.310887241768094e-26,-2.8421709430403983e-12,-2.1316282072800146e-12,5.917087877881765e-25,4.440892098500618e-10,1.2924697071141057e-26,1.7763568394002466e-11,-2.277520304718182e-38,3.5527136788004947e-10,5.551115123125772e-10
186,1.8599999999999999,1782105358.415717,3.09,-6.207198938223968e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365483870761,-0.0031964124293676604,0.02902000861279578,-0.020941849176441568,0.002661082542442391,0.00036342155769831684,-4.336808689942018e-19,-1.2789769243681803e-13,7.105427357601002e-15,-1.4210854715202004e-14,0.0,4.440892776126984e-14,4.440892098500622e-12,-2.131628207280772e-12,2.486899575160301e-12,-1.262177448353619e-25,2.1316282072803935e-12,2.220446049250804e-12,-3.5264830524668625e-38,9.592326932761334e-10,-2.204051907791789e-38,2.486899575160346e-10,2.1316282072802967e-10,-3.3306690738754634e-10
187,1.87,1782105358.4259937,3.1,-6.20719893813515e-05,-1.5700031964905568,1.1000290200093366,-1.5700209418492788,-1.5699973389176862,1.0829615213481247e-06,-0.0008141365484762538,-0.003196412429383731,0.029020008612838207,-0.020941849175718546,0.002661082542532181,0.00036342155776015756,4.4409354665875256e-14,-4.263256414560601e-14,4.263256414560601e-14,1.4210854715202004e-14,0.0,-4.440892776126984e-14,-1.9721907816514173e-25,1.0658141036401587e-11,-1.5777218104420236e-25,2.131628207280267e-12,2.1316282072803935e-12,-6.661338147750834e-12,-3.3306690738754634e-10,4.2632564145605934e-10,-3.552713678800494e-10,-2.486899575160346e-10,-1.0658141036401485e-10,0.0
188,1.88,1782105358.435885,3.11,-6.20719893813515e-05,-1.5700031964905559,1.1000290200093374,-1.5700209418492788,-1.5699973389176862,1.082961519571768e-06,-0.0008141365484580985,-0.003196412429332984,0.029020008612957896,-0.020941849176493173,0.0026610825426540063,0.0003634215579229761,-4.336808689942018e-19,8.526512829121202e-14,7.105427357601002e-15,2.842170943040401e-14,4.263256414560601e-14,-8.881783519374895e-14,-2.2204460492504096e-12,6.3948846218411796e-12,-4.6185277824405995e-12,-4.973799150320413e-12,1.893266172530425e-25,2.220446049250015e-12,1.764113694397627e-38,-7.460698725481037e-10,1.0658141036401483e-10,-2.1316282072802967e-10,-2.4868995751603465e-10,5.551115123125772e-10
189,1.8900000000000001,1782105358.4456282,3.12,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492779,-1.5699973389176853,1.082961519571768e-06,-0.0008141365484209101,-0.0031964124294642654,0.02902000861303075,-0.02094184917582647,0.0026610825428871583,0.0003634215576803659,4.336808689942018e-19,8.526512829121202e-14,-4.973799150320701e-14,-8.526512829121202e-14,0.0,-6.776263578034403e-21,-3.851859888774472e-30,-4.263256414560787e-12,2.131628207280646e-12,-2.1316282072798886e-12,-2.8421709430403353e-12,4.440892098500425e-12,1.1102230246251545e-10,-5.329070518200741e-10,3.3750779948604697e-10,4.618527782440643e-10,2.204051907791789e-39,1.2924697071141057e-26
190,1.9,1782105358.455636,3.13,-6.20719893813515e-05,-1.570003196490554,1.1000290200093366,-1.5700209418492805,-1.5699973389176862,1.082961519571768e-06,-0.0008141365484157667,-0.0031964124293665146,0.029020008613007426,-0.020941849177047063,0.002661082542956766,0.00036342155790294395,-4.336808689942018e-19,0.0,4.973799150320701e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,6.776263578034403e-21,-3.851859888774472e-30,-4.263256414560787e-12,2.131628207280646e-12,4.263256414560724e-12,-6.310887241768083e-26,2.2204460492502125e-12,0.0,2.131628207280297e-10,-3.3750779948604697e-10,1.2924697071141057e-26,1.4210854715201978e-10,-2.220446049250309e-10
191,1.9100000000000001,1782105358.465672,3.14,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492779,-1.5699973389176853,1.082961519571768e-06,-0.0008141365484878711,-0.003196412429344433,0.029020008613148535,-0.020941849176354645,0.0026610825428930365,0.00036342155780036455,4.336808689942018e-19,0.0,-7.105427357601002e-15,0.0,0.0,4.4408914208742684e-14,-3.851859888774472e-30,0.0,-4.6185277824405995e-12,-2.1316282072804565e-12,-6.310887241768094e-26,-1.972151661199422e-25,0.0,1.0658141036401486e-10,-1.0658141036401483e-10,3.5527136788004906e-11,-1.0658141036401483e-10,-2.220446049250309e-10
192,1.92,1782105358.4756665,3.15,-6.20719893813515e-05,-1.570003196490554,1.1000290200093366,-1.5700209418492805,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365484153504,-0.00319641242935206,0.029020008612781294,-0.02094184917627541,0.0026610825430008495,0.0003634215576488408,-4.336808689942018e-19,0.0,-4.263256414560601e-14,-5.684341886080802e-14,-1.4210854715202004e-14,6.776263578034403e-21,-3.851859888774472e-30,-2.131628207280204e-12,-1.5777218104420236e-25,4.973799150320224e-12,-2.131628207280267e-12,-2.2204460492504096e-12,-1.1102230246251545e-10,-1.4693679385278594e-39,4.618527782440643e-10,3.197442310920445e-10,-2.131628207280297e-10,1.1102230246251545e-10
193,1.9300000000000002,1782105358.4855537,3.16,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176853,1.082961519571768e-06,-0.0008141365484962762,-0.003196412429358895,0.029020008612822064,-0.02094184917586513,0.0026610825426639766,0.0003634215576887828,4.336808689942018e-19,-4.263256414560601e-14,-7.105427357601002e-15,9.947598300641403e-14,-4.263256414560601e-14,-6.776263578034403e-21,-2.2204460492504096e-12,1.893266172530425e-25,4.618527782440695e-12,4.263256414560092e-12,-4.263256414560661e-12,2.2204460492504096e-12,-1.7632415262334313e-38,1.0658141036401485e-10,3.6734198463196485e-38,-4.618527782440643e-10,4.6185277824406424e-10,-1.1102230246251546e-10
194,1.94,1782105358.4959052,3.17,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176871,1.0829615204599463e-06,-0.0008141365484136116,-0.0031964124293813053,0.029020008612792508,-0.020941849175268264,0.0026610825428273347,0.0003634215578267575,-4.4409354665875256e-14,0.0,4.973799150320701e-14,2.842170943040401e-14,-9.947598300641403e-14,4.440892776126984e-14,-1.9721907816514173e-25,1.8942759144891112e-25,2.524354896707238e-25,-4.263256414560724e-12,7.1054273576004275e-12,-4.440892098500228e-12,3.3306690738754634e-10,1.4693679385278594e-39,-3.5527136788004947e-10,-5.329070518200741e-10,4.618527782440643e-10,-2.220446049250309e-10
195,1.9500000000000002,1782105358.5057764,3.18,-6.207198938223968e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492779,-1.5699973389176871,1.0829615204599463e-06,-0.0008141365483871909,-0.003196412429349713,0.029020008612895404,-0.020941849176023472,0.002661082542506945,0.0003634215575766685,4.336808689942018e-19,-4.263256414560601e-14,-7.105427357601002e-15,1.4210854715202004e-14,9.947598300641403e-14,-8.88178487462761e-14,4.440892098500622e-12,1.893266172530425e-25,-2.4868995751602065e-12,-6.3948846218411165e-12,4.973799150320034e-12,-2.220446049249818e-12,3.5264830524668625e-38,2.131628207280297e-10,-1.9469125185494137e-38,2.131628207280297e-10,-8.171241461241137e-10,5.551115123125772e-10
196,1.96,1782105358.5159807,3.19,-6.20719893813515e-05,-1.5700031964905559,1.1000290200093366,-1.5700209418492788,-1.5699973389176853,1.0829615186835895e-06,-0.0008141365484493377,-0.0031964124294044673,0.029020008612912773,-0.020941849176460484,0.0026610825430266605,0.00036342155771051845,4.440848730413727e-14,0.0,0.0,-9.947598300641403e-14,0.0,6.776263578034403e-21,1.9721137444536418e-25,4.263256414560598e-12,3.155443620884047e-26,-5.048709793414476e-25,-9.237055564881325e-12,6.661338147751031e-12,-4.440892098500618e-10,-1.0658141036401485e-10,1.243449787580173e-10,4.618527782440643e-10,-2.486899575160346e-10,2.220446049250309e-10
197,1.9700000000000002,1782105358.5257726,3.2,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492796,-1.5699973389176871,1.0829615204599463e-06,-0.000814136548473849,-0.0031964124293689124,0.02902000861283989,-0.020941849175573218,0.002661082542622808,0.0003634215577536723,4.336808689942018e-19,4.263256414560601e-14,-7.105427357601002e-15,1.4210854715202004e-14,-8.526512829121202e-14,4.4408914208742684e-14,-4.440892098500622e-12,-2.131628207280583e-12,3.1554436208840415e-26,2.8421709430400195e-12,3.78653234506085e-25,2.2204460492502125e-12,-3.5264830524668625e-38,-2.1316282072802972e-10,0.0,1.0658141036401485e-10,6.750155989720939e-10,-4.440892098500618e-10
198,1.98,1782105358.5359144,3.21,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176871,1.082961519571768e-06,-0.0008141365484132156,-0.0031964124293733655,0.029020008613111645,-0.020941849176068505,0.002661082542183504,0.0003634215578501641,-4.4409354665875256e-14,-4.263256414560601e-14,0.0,-4.263256414560601e-14,0.0,4.440892776126984e-14,-1.9721907816514173e-25,-3.7885518289782225e-25,3.155443620884047e-26,2.1316282072799516e-12,4.263256414560787e-12,-2.2204460492502125e-12,4.440892098500618e-10,3.197442310920445e-10,0.0,7.105427357600989e-11,1.0658141036401485e-10,-4.440892098500618e-10
199,1.9900000000000002,1782105358.5457575,3.22,-6.207198938223968e-05,-1.5700031964905559,1.1000290200093374,-1.5700209418492805,-1.5699973389176871,1.0829615213481247e-06,-0.000814136548438888,-0.003196412429323822,0.02902000861273958,-0.020941849176243015,0.00266108254272806,0.00036342155787103024,4.336808689942018e-19,4.263256414560601e-14,-7.105427357601002e-15,5.684341886080802e-14,0.0,-6.776263578034403e-21,4.440892098500622e-12,4.263256414560408e-12,3.1554436208840415e-26,4.263256414560345e-12,2.1316282072803935e-12,-6.661338147751031e-12,3.5264830524668625e-38,-2.1316282072802967e-10,1.243449787580173e-10,-3.197442310920445e-10,-2.131628207280297e-10,2.220446049250309e-10
200,2.0,1782105358.5557697,3.23,-6.20719893813515e-05,-1.570003196490554,1.1000290200093366,-1.5700209418492779,-1.5699973389176871,1.082961519571768e-06,-0.000814136548402442,-0.003196412429319671,0.02902000861269062,-0.020941849176018542,0.0026610825426434366,0.000363421557775048,4.440848730413727e-14,4.263256414560601e-14,0.0,4.263256414560601e-14,4.263256414560601e-14,-8.881783519374895e-14,1.9721137444536418e-25,-4.263256414560408e-12,2.4868995751602695e-12,-4.263256414560471e-12,1.893266172530425e-25,2.220446049249818e-12,-4.440881256478893e-10,-2.1316282072802964e-10,0.0,-1.0658141036401482e-10,-2.131628207280297e-10,7.771561002969492e-10
201,2.0100000000000002,1782105358.5657704,3.24,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492796,-1.5699973389176862,1.082961519571768e-06,-0.0008141365484576609,-0.0031964124293332266,0.02902000861287062,-0.02094184917635762,0.0026610825429172922,0.0003634215576072716,4.336808689942018e-19,-4.263256414560601e-14,4.263256414560601e-14,-2.842170943040401e-14,0.0,4.4408914208742684e-14,-4.4408704144571724e-12,3.7885518289782225e-25,-1.893266172530425e-25,2.131628207280709e-12,-2.131628207280204e-12,8.881783858187868e-12,-2.1684043351102917e-15,3.197442310920327e-10,-3.375077994860517e-10,2.4868995751601175e-10,1.4693679385278594e-39,-2.2204457104373027e-10
202,2.02,1782105358.5760508,3.25,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492788,-1.5699973389176871,1.0829615204599463e-06,-0.000814136548487908,-0.003196412429429173,0.02902000861295192,-0.02094184917578283,0.002661082542627714,0.0003634215577001695,-4.440892098500626e-14,4.263256414560601e-14,0.0,8.526512829121202e-14,0.0,8.881784197001252e-14,-4.33680868994211e-17,2.1316282072803458e-12,-4.2632564145606916e-12,7.105427357601153e-13,0.0,-2.2204453716240025e-12,4.440881256478992e-10,-2.131628207280534e-10,-1.0658141036401248e-10,-3.1974423109208474e-10,1.0658141036401247e-10,-7.771561002969616e-10
203,2.03,1782105358.5859964,3.26,-6.207198938223968e-05,-1.570003196490554,1.1000290200093374,-1.5700209418492779,-1.5699973389176862,1.0829615213481247e-06,-0.0008141365484213051,-0.0031964124293899386,0.02902000861300637,-0.020941849176153403,0.002661082543100591,0.0003634215578437422,-4.336808689942018e-19,0.0,-4.263256414560601e-14,-1.4210854715202004e-14,0.0,6.776263578034403e-21,4.440892098500622e-12,-4.263256414560598e-12,-2.1316282072803935e-12,-4.26325641456085e-12,0.0,-6.661338147751031e-12,4.3368087096635325e-15,-1.0658141036404086e-10,3.019806626980408e-10,3.5527136787978914e-11,2.4868995751601806e-10,-6.776265057912217e-17
204,2.04,1782105358.5960968,3.27,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176871,1.0829615204599463e-06,-0.0008141365484139994,-0.003196412429291758,0.02902000861268271,-0.020941849175860807,0.002661082542767805,0.0003634215578134691,4.440892098500626e-14,-4.263256414560601e-14,-4.263256414560601e-14,0.0,0.0,-4.440892098500626e-14,4.336808689941918e-17,0.0,1.7763568394002093e-12,1.4210854715201677e-12,4.9737991503205866e-12,-2.2204467268766196e-12,-3.3306690738753404e-10,3.1974423109203273e-10,3.1974423109204374e-10,2.1316282072803442e-10,-2.1316282072805653e-10,4.4408920985006184e-10
205,2.0500000000000003,1782105358.6059492,3.2800000000000002,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492779,-1.5699973389176862,1.0829615204599463e-06,-0.0008141365483712147,-0.0031964124293235685,0.02902000861293828,-0.020941849176414406,0.0026610825426207187,0.0003634215577938693,4.336808689942018e-19,0.0,-7.105427357601002e-15,1.4210854715202004e-14,9.947598300641403e-14,-4.440892776126984e-14,-2.2204460492502125e-12,2.131628207280204e-12,4.2632564145606286e-12,-6.310887241768083e-26,-4.263256414561229e-12,2.2204460492504096e-12,-1.1102663927120292e-10,-9.466330862651696e-24,5.329070518200387e-11,-1.4210854715201978e-10,-7.460698725481015e-10,3.3306697515017964e-10
206,2.06,1782105358.6158612,3.29,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176853,1.082961519571768e-06,-0.0008141365484623592,-0.0031964124292442444,0.02902000861273487,-0.020941849176413063,0.00266108254289704,0.0003634215576504133,0.0,0.0,4.263256414560601e-14,0.0,-8.526512829121202e-14,0.0,-2.2204894173372598e-12,0.0,2.8421709430404613e-12,-1.4210854715202307e-12,-9.947598300641614e-12,4.4408927761270785e-12,1.1102338666467562e-10,1.4210854715201665e-10,-3.1974423109204684e-10,3.5527136788004156e-11,5.329070518201003e-10,-2.2204462186568493e-10
207,2.07,1782105358.6260424,3.3,-6.20719893813515e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492779,-1.569997338917688,1.0829615204599463e-06,-0.0008141365483849086,-0.003196412429359314,0.029020008612963794,-0.020941849176310076,0.0026610825424819113,0.00036342155791686814,-4.4409354665875256e-14,0.0,4.973799150320701e-14,-1.4210854715202004e-14,-9.947598300641403e-14,4.440892776126984e-14,2.1684043252491953e-17,4.973799150320476e-12,-2.1316282072801725e-12,7.105427357600049e-13,6.3948846218405495e-12,-2.2204463880631943e-12,3.3306907579188883e-10,2.938735877055719e-39,-3.7303493627405984e-10,7.105427357601147e-11,8.526512829121488e-10,-3.3306694126886914e-10
208,2.08,1782105358.635782,3.31,-6.207198938223968e-05,-1.570003196490555,1.1000290200093374,-1.5700209418492788,-1.5699973389176871,1.0829615204599463e-06,-0.0008141365484086445,-0.0031964124293918463,0.029020008612948223,-0.020941849176478303,0.0026610825429952776,0.00036342155775999233,4.336808689942018e-19,9.947598300641403e-14,0.0,1.4210854715202004e-14,4.263256414560601e-14,-4.440892776126984e-14,4.440892098500622e-12,-4.417621069237658e-25,-4.618527782440632e-12,-1.262177448353619e-25,7.10542735760068e-12,-2.2204460492500154e-12,-1.0842021724855025e-15,-7.105427357600988e-10,-1.776356839400248e-11,-1.4210854715201978e-10,-4.2632564145605934e-10,2.2204462186568984e-10
209,2.09,1782105358.6457999,3.32,-6.20719893813515e-05,-1.5700031964905532,1.1000290200093374,-1.5700209418492779,-1.5699973389176871,1.082961519571768e-06,-0.0008141365484422179,-0.0031964124293177164,0.029020008612796484,-0.020941849175874012,0.0026610825425238613,0.00036342155776078813,4.440848730413727e-14,0.0,-4.263256414560601e-14,-1.4210854715202004e-14,4.263256414560601e-14,6.776263578034403e-21,1.9721137444536418e-25,-9.237055564881325e-12,-2.4868995751604274e-12,-2.13162820728033e-12,-2.131628207280204e-12,2.2204460492504096e-12,-3.3306690738754634e-10,1.0658141036401483e-10,3.5527136788004947e-10,2.1316282072802964e-10,-3.5527136788004947e-10,1.1102230246251546e-10
210,2.1,1782105358.655771,3.33,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176862,1.0829615204599463e-06,-0.000814136548545037,-0.0031964124293305095,0.02902000861284716,-0.02094184917620053,0.0026610825430035947,0.00036342155771074266,4.336808689942018e-19,-8.526512829121202e-14,-4.973799150320701e-14,-2.842170943040401e-14,0.0,-6.776263578034403e-21,-2.2204460492502125e-12,2.131628207280772e-12,2.4868995751604904e-12,4.263256414560849e-12,1.8942759144891112e-25,6.018531076210112e-32,-1.7640800632344832e-38,6.750155989720939e-10,2.3092638912203215e-10,-3.552713678800497e-11,3.552713678800494e-10,-2.220446049250309e-10
211,2.11,1782105358.6657944,3.34,-6.20719893813515e-05,-1.570003196490555,1.1000290200093366,-1.5700209418492788,-1.5699973389176871,1.082961519571768e-06,-0.0008141365484341121,-0.0031964124293200336,0.029020008612804224,-0.020941849176162812,0.002661082542846566,0.00036342155772826554,-4.336808689942018e-19,4.263256414560601e-14,7.105427357601002e-15,7.105427357601002e-14,4.263256414560601e-14,6.776263578034403e-21,-3.851859888774472e-30,4.263256414560976e-12,2.1316282072804565e-12,-2.8421709430398304e-12,4.973799150320665e-12,-2.2204460492502125e-12,1.1102230246251545e-10,-3.197442310920445e-10,-1.243449787580173e-10,-5.329070518200741e-10,-3.5527136788004947e-10,-1.1102230246251546e-10
