sample_index,time_s,wall_time,ros_time,q_shoulder_pan_joint,q_shoulder_lift_joint,q_elbow_joint,q_wrist_1_joint,q_wrist_2_joint,q_wrist_3_joint,dq_msg_shoulder_pan_joint,dq_msg_shoulder_lift_joint,dq_msg_elbow_joint,dq_msg_wrist_1_joint,dq_msg_wrist_2_joint,dq_msg_wrist_3_joint,dq_fd_shoulder_pan_joint,dq_fd_shoulder_lift_joint,dq_fd_elbow_joint,dq_fd_wrist_1_joint,dq_fd_wrist_2_joint,dq_fd_wrist_3_joint,ddq_fd_shoulder_pan_joint,ddq_fd_shoulder_lift_joint,ddq_fd_elbow_joint,ddq_fd_wrist_1_joint,ddq_fd_wrist_2_joint,ddq_fd_wrist_3_joint,jerk_fd_shoulder_pan_joint,jerk_fd_shoulder_lift_joint,jerk_fd_elbow_joint,jerk_fd_wrist_1_joint,jerk_fd_wrist_2_joint,jerk_fd_wrist_3_joint
3010,30.099999999999998,1782105386.706678,31.33,-1.0973056674096267,-1.213277809797053,1.347063916312936,-1.6109943276584822,-1.62410384370228,0.9491281345814588,-1.2137632759867061e-05,0.007993953764303107,0.01789866728060268,-0.02430736434729924,-0.007211699023176307,0.0005796878255515601,-3.807620885254437e-09,-7.329511220177665e-09,1.6803056723802001e-09,-2.0529711264316575e-09,1.1588113579819037e-08,-3.7880383274568885e-09,-0.09059937980783277,-0.0962614179830375,0.19401517158009285,-0.3934018562888813,0.5710162196196952,3.515033493240241,4.529989984671994,4.813116594793094,-9.700768798453357,19.670104903291858,-28.550870715414842,-175.75165586275116
3011,30.11,1782105386.716772,31.34,-1.0973056674311037,-1.2132778098251078,1.3470639163200548,-1.6109943276681207,-1.6241038436264197,0.9491281345547931,-1.2159107074793317e-05,0.007993925709926818,0.017898674400153344,-0.02430737398266569,-0.0072116231626212605,0.0005796611593016967,-1.5211867321340833e-09,-1.8632206888469227e-09,4.788205387740163e-10,-6.652101092186058e-10,5.468109520734288e-09,-1.9339623236191983e-09,1.585732434250283e-07,3.345121513120307e-07,-7.546177016591813e-08,8.971881015894231e-08,-4.5968349127171775e-07,1.4641621248754275e-07,0.13410892844237488,-0.521546958403122,1.2815133092306024,-3.1740247277063673,-0.89407043123677,0.07450023019831065
3012,30.12,1782105386.726792,31.35,-1.0973056674400503,-1.2132778098343173,1.3470639163225124,-1.6109943276717862,-1.6241038435929176,0.9491281345427796,-1.2168049815173124e-05,0.007993916500854722,0.017898676856990994,-0.02430737765117352,-0.007211589660295141,0.0005796491459368609,-6.361560167533753e-10,-6.392681939360045e-10,1.7107026906160172e-10,-2.5859492325253086e-10,2.3944437543832464e-09,-8.597140777055756e-10,-0.08791720123898486,-0.10669235715110158,0.2196454377647089,-0.4568823508430186,0.553134810994957,3.516523497844207,-4.395862252426683,-5.334621329869066,10.982272646238767,-22.844118490256,27.656747989547384,175.8261722199425
3013,30.13,1782105386.7367043,31.36,-1.0973056674438268,-1.2132778098378931,1.347063916323476,-1.6109943276732925,-1.6241038435785309,0.9491281345375988,-1.2171827287172048e-05,0.007993912926341754,0.017898677821892424,-0.024307379158268333,-0.007211575274652715,0.0005796439659534815,-0.001758345545965767,-0.002133849006241917,0.004392909234113063,-0.00913764768206704,0.011062701688004495,0.07033046802289533,-0.08791708647531961,-0.10669209208526564,0.21964537746307855,-0.4568822800864624,0.5531345001076411,3.516523590816237,8.791734342193198,10.669260045866224,-21.964549617693276,45.688242439434205,-55.31352658618496,-351.6523346198824
3014,30.14,1782105386.7468133,31.37,-1.0973408343509696,-1.2133204868144423,1.3471517745071946,-1.6111770806254275,-1.6238825895591575,0.9505347439032379,-1.2338547826307456e-05,0.007993862036944634,0.01789961514059547,-0.02431249040919428,-0.007209997307668057,0.0005789975505646135,-0.001758342365661747,-0.002133842480972703,0.004392907720330186,-0.009137645860320731,0.01106269239659241,0.07033047095658418,0.08791748560493785,0.10669284376629418,-0.21964555458930335,0.45688249794597063,-0.5531357207291117,-3.5165231945557904,8.791714397933621,10.669215870323,-21.964539491180314,45.688230483451335,-55.313470966072,-351.65235164732854
3015,30.15,1782105386.7568483,31.38,-1.0973408342911402,-1.2133204866875127,1.347151774477883,-1.611177080590499,-1.623882589730599,0.9505347439567311,-1.227872616832074e-05,0.007993988964180188,0.017899585828268484,-0.024312455483397732,-0.0072101687457460165,0.0005790510428729304,4.166132328009553e-09,7.86908316285917e-09,-1.8576713500806363e-09,2.27684893161495e-09,-1.27265735727633e-08,4.1318060084449826e-09,0.08791720148341156,0.10669222532126564,-0.21964541236067447,0.4568823295828694,-0.5531349192141684,-3.5165234421326828,-4.3958829557413015,-5.3346601151995685,10.982281904575087,-22.844129880860017,27.656811302209164,175.8261517484602
3016,30.16,1782105386.7667248,31.39,-1.097340834267647,-1.2133204866570606,1.3471517744700412,-1.6111770805798906,-1.623882589813689,0.950534743985874,-1.2255233072981796e-05,0.007994019416160368,0.017899577987329145,-0.024312444876103654,-0.007210251836278098,0.0005790801855530998,1.6640058220218634e-09,2.0254518062756688e-09,-5.268816494208295e-10,7.313332162084407e-10,-5.9876867908315035e-09,2.113957009441947e-09,-1.7350991754481047e-07,-3.585377328362667e-07,8.350227176377537e-08,-9.967138225873068e-08,5.053152563049898e-07,-1.5958541155213175e-07,0.13410830478122815,-0.5215347841591944,1.2815111149322966,-3.17402304833805,-0.8940578385008635,0.07449415855731445
3017,30.169999999999998,1782105386.7770038,31.4,-1.09734083425786,-1.2133204866470038,1.3471517744673456,-1.6111770805758725,-1.623882589850353,0.9505347439990102,-1.2245449657061286e-05,0.007994029473059622,0.01789957529158845,-0.02431244085533494,-0.007210288499436088,0.0005790933224436659,6.959339771128725e-10,6.983285061323841e-10,-1.8762591480481206e-10,2.8342128643998876e-10,-2.6202684466625215e-09,9.400977774021158e-10,0.09059936757897263,0.09626152963800988,-0.19401519006188211,0.39340186861580767,-0.5710160759837859,-3.5150335589590385,4.529972123617941,4.813082420956854,-9.700761083453106,19.67009540028364,-28.550816029102215,-175.75167387864676
3018,30.18,1782105386.7869332,31.41,-1.0973408342537283,-1.213320486643094,1.3471517744662886,-1.6111770805742223,-1.6238825898660942,0.9505347440046759,-1.224131712311011e-05,0.007994033382883937,0.01789957423494307,-0.024312439205504886,-0.0072103042413605364,0.0005790989877889764,0.0018119890155858798,0.0019252326182126467,-0.0038803043281205873,0.007868038103651998,-0.011420327507366324,-0.07030066906524723,0.09059926896240715,0.096261289881368,-0.1940151381667173,0.3934018083341424,-0.571015815266573,-3.5150336371570226,-9.059950436859253,-9.626176350890725,19.401524524053794,-39.340193822278394,57.10165153643426,351.5033411417848
3019,30.19,1782105386.796907,31.42,-1.0973045944775484,-1.2132819819946394,1.3470741683807832,-1.6110197198137992,-1.6241109964005003,0.949128730617705,-1.2089165977817335e-05,0.007994081309743441,0.017898736226392663,-0.024307940990054393,-0.007211839869628575,0.0005796776241460458,0.0018119860751824035,0.0019252264959561671,-0.0038803029509608677,0.007868036450105365,-0.011420318925601691,-0.07030067180305366,-0.09059964115824075,-0.09626199737983472,0.19401530041925444,-0.39340200782988327,0.571016954745078,3.5150332638777564,-9.059932438242516,-9.62613539167163,19.401515482679976,-39.34018320506112,57.10160174706546,351.503356530848
3020,30.2,1782105386.8068645,31.43,-1.0973045945322246,-1.2132819821131748,1.3470741684072696,-1.6110197198452203,-1.6241109962446063,0.9491287305686145,-1.214383582166529e-05,0.007993962778021132,0.017898762712898756,-0.02430797241179256,-0.0072116839771264474,0.000579628534023704,-3.807578252690291e-09,-7.329383322485228e-09,1.6802630398160545e-09,-2.052942704722227e-09,1.1587530934775714e-08,-3.7877185832257965e-09,-0.0905993798025037,-0.09626141795212889,0.19401517148701175,-0.39340185576734293,0.5710162196751175,3.5150334934622856,4.529989986785859,4.813116594508877,-9.70076879394141,19.670104876895195,-28.55087072028206,-175.75165587358694
3021,30.21,1782105386.8170466,31.44,-1.0973045945536999,-1.213281982141227,1.3470741684143883,-1.611019719854858,-1.6241109961687497,0.9491287305419505,-1.2165309234895587e-05,0.007993934724525305,0.01789876983188795,-0.02430798204739612,-0.007211608119070833,0.0005796018696452434,-1.5208669879029912e-09,-1.8630856857271283e-09,4.787779062098707e-10,-6.652385309280362e-10,5.46789635791356e-09,-1.9338344259267615e-09,1.585775066814461e-07,3.3451037495517537e-07,-7.545963853770837e-08,8.970815201790442e-08,-4.5966075390420095e-07,1.464048438037828e-07,0.1490101374379611,-0.506645635915981,1.2666118181670605,-3.188925695845196,-0.8940706944926937,0.07450027561972661
3022,30.22,1782105386.8269684,31.45,-1.097304594562642,-1.2132819821504366,1.347074168416845,-1.6110197198585252,-1.6241109961352485,0.9491287305299378,-1.2174251793269678e-05,0.007993925515577672,0.01789877228899108,-0.0243079857158578,-0.007211574618112187,0.0005795898569213484,-6.360281190609385e-10,-6.391758233803557e-10,1.7107026906160172e-10,-2.587796643638285e-10,2.3943158566908096e-09,-8.596217071499268e-10,-0.08761917705368122,-0.10639433067037629,0.2193474078502056,-0.45718036968394327,0.5531348057848646,3.516523498972182,-4.380961064800647,-5.319720053158733,10.967371161357176,-22.85901944176869,27.65674779013356,175.82617225417292
3023,30.23,1782105386.8370962,31.46,-1.0973045945664204,-1.2132819821540106,1.3470741684178096,-1.6110197198600333,-1.6241109961208635,0.949128730524758,-1.217802907309278e-05,0.007993921941318191,0.01789877325338994,-0.02430798722278324,-0.00721156023256135,0.0005795846774911892,-0.0017523850619411974,-0.002127888476493922,0.004386948635783483,-0.00914360805892045,0.011062701583597345,0.0703304680456327,-0.08761906271847325,-0.10639406655275963,0.2193473477674224,-0.4571802991270496,0.5531344961417091,3.516523591486978,8.761931893026917,10.639457339288072,-21.934746612047686,45.71804430906408,-55.31352597288,-351.65233476712467
3024,30.24,1782105386.8473206,31.47,-1.097339642263881,-1.2133245399199664,1.3471619073895607,-1.6112025920197037,-1.6238897421035765,0.95053533989085,-1.2344356544979073e-05,0.007993872356674099,0.017899707894982245,-0.024313096724713747,-0.0072099843518393355,0.000578938715081319,-0.0017523818903981692,-0.0021278819702317264,0.004386947126420182,-0.00914360624132371,0.011062692317153733,0.07033047097014133,0.08761946080679112,0.10639481611530499,-0.21934752439058294,0.45718051649699387,-0.5531357136723187,-3.516523196367663,8.761912010158232,10.639413302282918,-21.93473651747362,45.71803238310164,-55.31347052649474,-351.6523517306575
3025,30.25,1782105386.8572602,31.48,-1.0973396422042283,-1.2133245397934151,1.3471619073603378,-1.6112025919848596,-1.6238897422745207,0.9505353399441603,-1.2284708956614772e-05,0.007993998907349333,0.01789967867217026,-0.024313061879653434,-0.00721015529747961,0.0005789920244084477,4.154195210048783e-09,7.845812888263026e-09,-1.8520296407587011e-09,2.271022481181717e-09,-1.2689852724179218e-08,4.1182559584740375e-09,0.08761917748462539,0.10639419949281859,-0.21934738258188483,0.45718034853463874,-0.5531349143877691,-3.516523443123523,-4.380981691216777,-5.319758679682934,10.967380381963677,-22.859030795531066,27.65681087648748,175.82615186614387
3026,30.259999999999998,1782105386.867429,31.49,-1.0973396421807973,-1.21332453976305,1.34716190735252,-1.6112025919742832,-1.6238897423573735,0.9505353399732153,-1.2261283624858388e-05,0.007994029270638019,0.017899670854435883,-0.02431305130100124,-0.007210238148648965,0.0005790210797147003,1.659294923683774e-09,2.019625355842436e-09,-5.252189794191509e-10,7.293721182577428e-10,-5.970605343463831e-09,2.107647389948397e-09,-1.7301751142898314e-07,-3.5747831361740863e-07,8.32486080071442e-08,-9.941345524568871e-08,5.038572226113297e-07,-1.5904610961571974e-07,0.14900949474964165,-0.5066333191753651,1.281510637381686,-3.1740228867711267,-0.8940581074971305,0.0744942232215351
