difficulty_tag,num_pairs,storm_success_rate,sage_success_rate,sage_success_improvement,storm_timeout_rate,sage_timeout_rate,sage_timeout_reduction
all,60,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.4666666666666667,0.26666666666666666,0.2
hard_reach,11,0.2727272727272727,0.7272727272727273,0.4545454545454546,0.7272727272727273,0.2727272727272727,0.4545454545454546
manual_grid,49,0.5918367346938775,0.7346938775510204,0.1428571428571429,0.40816326530612246,0.2653061224489796,0.14285714285714285
