method_name,num_episodes,status,success_rate,collision_rate,timeout_rate,mean_final_ee_error,std_final_ee_error,mean_final_joint_error,mean_minimum_safety_margin,std_minimum_safety_margin,mean_steps_to_goal,mean_wall_time,mean_planning_time,mean_trajectory_length_joint,mean_trajectory_length_ee,mean_smoothness_jerk,skipped_reason
rrtstar,5,ok,0.6,0.0,0.0,0.26933703498848127,0.3495143141641923,2.0999506552915768,0.03699306546425484,0.028446001289237237,76.2,3.6532955169677734,2.0774458408355714,5.244607480162712,1.31321460702405,0.00037648119545179637,OMPL RRTstar returned only an approximate solution within the planning time limit
sage_mppi_core,5,ok,0.0,1.0,0.0,0.5725569039550674,0.2511568481270717,5.298740525079027,-0.009142358214165956,0.011250270557809526,110.2,15.5483247756958,14.838592100143433,10.499910801132964,3.559527417515124,0.0019005716212077222,
storm_mppi,5,ok,1.0,0.0,0.0,0.019851311527028046,0.00019753251492253285,3.159753172027865,0.042535093798718435,0.027623922158208355,114.2,5.11205530166626,4.585891151428223,1.5785313414731512,0.5100788493294489,8.742180923123792e-05,
